Date,AAPL,MSFT,GOOGL,AMZN,TSLA
2024-06-12,211.43478393554688,186.88999938964844,,435.1761474609375,177.2899932861328
2024-06-13,212.5957794189453,183.8300018310547,,435.689208984375,182.47000122070312
2024-06-14,210.8592071533203,183.66000366210938,,436.666015625,178.00999450683594
2024-06-17,215.0071258544922,184.05999755859375,,442.3886413574219,187.44000244140625
2024-06-18,212.64537048339844,182.80999755859375,,440.3857421875,184.86000061035156
2024-06-20,208.07077026367188,186.10000610351562,,439.7542419433594,181.57000732421875
2024-06-21,205.89759826660156,189.0800018310547,,443.7798156738281,183.00999450683594
2024-06-24,206.54258728027344,185.57000732421875,,441.697998046875,182.5800018310547
2024-06-25,207.46546936035156,186.33999633789062,,444.9342346191406,187.35000610351562
2024-06-26,211.61338806152344,193.61000061035156,,446.1280822753906,196.3699951171875
2024-06-27,212.4568634033203,197.85000610351562,,446.8088684082031,197.4199981689453
2024-06-28,209.00355529785156,193.25,,440.9875793457031,197.8800048828125
2024-07-01,215.0865020751953,197.1999969482422,,450.6371154785156,209.86000061035156
2024-07-02,218.57949829101562,200.0,,453.1531066894531,231.25999450683594
2024-07-03,219.8496856689453,197.58999633789062,,454.62322998046875,246.38999938964844
2024-07-05,224.60292053222656,200.0,,461.3226623535156,251.52000427246094
2024-07-08,226.07154846191406,199.2899932861328,,460.0202331542969,252.94000244140625
2024-07-09,226.92495727539062,199.33999633789062,,453.40960693359375,262.3299865722656
2024-07-10,231.19195556640625,199.7899932861328,,460.0301208496094,263.260009765625
2024-07-11,225.823486328125,195.0500030517578,,448.63421630859375,241.02999877929688
2024-07-12,228.77069091796875,194.49000549316406,,447.49957275390625,248.22999572753906
2024-07-15,232.60104370117188,192.72000122070312,,447.904052734375,252.63999938964844
2024-07-16,233.01785278320312,193.02000427246094,,443.52325439453125,256.55999755859375
2024-07-17,227.1234130859375,187.92999267578125,,437.60333251953125,248.5
2024-07-18,222.45948791503906,183.75,,434.495361328125,249.22999572753906
2024-07-19,222.58847045898438,183.1300048828125,,431.27880859375,239.1999969482422
2024-07-22,222.24119567871094,182.5500030517578,,437.03106689453125,251.50999450683594
2024-07-23,223.2831268310547,186.41000366210938,,438.9156494140625,246.3800048828125
2024-07-24,216.86277770996094,180.8300018310547,,423.1783752441406,215.99000549316406
2024-07-25,215.8208465576172,179.85000610351562,,412.8184509277344,220.25
2024-07-26,216.2872314453125,182.5,,419.5967712402344,219.8000030517578
2024-07-29,216.56507873535156,183.1999969482422,,421.03729248046875,232.10000610351562
2024-07-30,217.1208038330078,181.7100067138672,,417.2781982421875,222.6199951171875
2024-07-31,220.3756103515625,186.97999572753906,,412.76910400390625,232.07000732421875
2024-08-01,216.68417358398438,184.07000732421875,,411.545654296875,216.86000061035156
2024-08-02,218.1726531982422,167.89999389648438,,403.0406494140625,207.6699981689453
2024-08-05,207.66395568847656,161.02000427246094,,389.87860107421875,198.8800048828125
2024-08-06,205.63955688476562,161.92999267578125,,394.27911376953125,200.63999938964844
2024-08-07,208.20970153808594,162.77000427246094,,393.1148681640625,191.75999450683594
2024-08-08,211.6729278564453,165.8000030517578,,397.31805419921875,198.83999633789062
2024-08-09,214.5804443359375,166.94000244140625,,400.60357666015625,200.0
2024-08-12,216.11038208007812,166.8000030517578,,401.383056640625,197.49000549316406
2024-08-13,219.82598876953125,170.22999572753906,,408.4870300292969,207.8300018310547
2024-08-14,220.27305603027344,170.10000610351562,,411.2989501953125,201.3800048828125
2024-08-15,223.25347900390625,177.58999633789062,,416.162109375,214.13999938964844
2024-08-16,224.57479858398438,177.05999755859375,,413.6317138671875,216.1199951171875
2024-08-19,224.4158477783203,178.22000122070312,,416.6563415527344,222.72000122070312
2024-08-20,225.03176879882812,178.8800048828125,,419.88848876953125,221.10000610351562
2024-08-21,224.92250061035156,180.11000061035156,,419.23614501953125,223.27000427246094
2024-08-22,223.06471252441406,176.1300048828125,,410.74542236328125,210.66000366210938
2024-08-23,225.35963439941406,177.0399932861328,,411.97113037109375,220.32000732421875
2024-08-26,225.69740295410156,175.5,,408.7092590332031,213.2100067138672
2024-08-27,226.54185485839844,173.1199951171875,,409.0552673339844,209.2100067138672
2024-08-28,225.0119171142578,170.8000030517578,,405.8527526855469,205.75
2024-08-29,228.29037475585938,172.1199951171875,,408.34356689453125,206.27999877929688
2024-08-30,227.50552368164062,178.5,,412.317138671875,214.11000061035156
2024-09-03,221.31619262695312,176.25,,404.70611572265625,210.60000610351562
2024-09-04,219.40872192382812,173.3300018310547,,404.1723327636719,219.41000366210938
2024-09-05,220.92874145507812,177.88999938964844,,403.6682434082031,230.1699981689453
2024-09-06,219.37892150878906,171.38999938964844,,397.0556335449219,210.72999572753906
2024-09-09,219.4683380126953,175.39999389648438,,401.02911376953125,216.27000427246094
2024-09-10,218.67355346679688,179.5500030517578,,409.4111022949219,226.1699981689453
2024-09-11,221.2069091796875,184.52000427246094,,418.1488342285156,228.1300048828125
2024-09-12,221.31619262695312,187.0,,422.0631103515625,229.80999755859375
2024-09-13,221.04795837402344,186.49000549316406,,425.611572265625,230.2899932861328
2024-09-16,214.90829467773438,184.88999938964844,,426.3528747558594,226.77999877929688
2024-09-17,215.3751983642578,186.8800048828125,,430.1188659667969,227.8699951171875
2024-09-18,219.24978637695312,186.42999267578125,,425.82904052734375,227.1999969482422
2024-09-19,227.3763885498047,189.8699951171875,,433.617919921875,243.9199981689453
2024-09-20,226.7107696533203,191.60000610351562,,430.2375183105469,238.25
2024-09-23,224.9920654296875,193.8800048828125,,428.4978332519531,250.0
2024-09-24,225.8861541748047,193.9600067138672,,424.2080383300781,254.27000427246094
2024-09-25,224.89268493652344,192.52999877929688,,427.11395263671875,257.0199890136719
2024-09-26,226.0352020263672,191.16000366210938,,426.3232421875,254.22000122070312
2024-09-27,226.3034210205078,187.97000122070312,,423.0712890625,260.4599914550781
2024-09-30,231.4794158935547,186.3300018310547,,425.324951171875,261.6300048828125
2024-10-01,224.73374938964844,185.1300048828125,,415.8260498046875,258.0199890136719
2024-10-02,225.30003356933594,184.75999450683594,,412.3071594238281,249.02000427246094
2024-10-03,224.197265625,181.9600067138672,,411.7239990234375,240.66000366210938
2024-10-04,225.3198699951172,186.50999450683594,,411.24957275390625,250.0800018310547
2024-10-07,220.24325561523438,180.8000030517578,,404.8049621582031,240.8300018310547
2024-10-08,224.29661560058594,182.72000122070312,,409.9151916503906,244.5
2024-10-09,228.04200744628906,185.1699981689453,,412.6333923339844,241.0500030517578
2024-10-10,227.5452880859375,186.64999389648438,,411.0321350097656,238.77000427246094
2024-10-11,226.0650177001953,188.82000732421875,,411.506591796875,217.8000030517578
2024-10-14,229.79052734375,187.5399932861328,,414.2939453125,219.16000366210938
2024-10-15,232.32388305664062,187.69000244140625,,413.8985595703125,219.57000732421875
